x_values,long_wave,short_wave,total,surface,planck
288.86748145,9.625831936483735e-33,0.04939698106593337,0.04939698106593337,0.04939698106593337,1.0170308442008651e-32
295.24331470000004,7.36200019324023e-32,0.02044282258715704,0.02044282258715704,0.02044282258715704,7.837602194961097e-32
301.75988375,5.341259210283604e-31,0.02832957573361914,0.02832957573361914,0.02832957573361914,5.765780603537275e-31
308.4202607,3.6653740601970215e-30,0.04037806377987583,0.04037806377987583,0.04037806377987583,4.053126106158421e-30
315.22765705,2.4188151015490735e-29,0.0558546127544519,0.0558546127544519,0.0558546127544519,2.725274796270836e-29
322.18527635000004,1.5354559200472735e-28,0.07537237105336997,0.07537237105336997,0.07537237105336997,1.754409046120646e-28
329.2964738,9.397632327933317e-28,0.09897073838973575,0.09897073838973575,0.09897073838973575,1.0823420083794942e-27
336.56463935,5.50506477598537e-27,0.1298941970049499,0.1298941970049499,0.1298941970049499,6.404871302536799e-27
343.9932139,3.103082743653355e-26,0.16803634764050546,0.16803634764050546,0.16803634764050546,3.6387874482038574e-26
351.5857832,1.676053836366808e-25,0.2177178728653081,0.2177178728653081,0.2177178728653081,1.9865064824834404e-25
359.3459179,8.690948872204236e-25,0.2815252439325921,0.2815252439325921,0.2815252439325921,1.0429883373768681e-24
367.27734365,4.347994744983192e-24,0.35890502612981545,0.35890502612981545,0.35890502612981545,5.2710056647072086e-24
375.38382105000005,2.0961956541758032e-23,0.45394515914764905,0.45394515914764905,0.45394515914764905,2.5661868616402212e-23
383.66920945,9.771285319988561e-23,0.5656951053135469,0.5656951053135469,0.5656951053135469,1.2045194512827447e-22
392.1374672,4.381923572730659e-22,0.7061688241796986,0.7061688241796986,0.7061688241796986,5.455236930424213e-22
400.79265825,1.9048439689308814e-21,0.866581123166927,0.866581123166927,0.866581123166927,2.3857503085139165e-21
409.6388663,7.993924843437269e-21,1.059664771199575,1.059664771199575,1.059664771199575,1.0082607212280876e-20
418.6803654,3.243369961126237e-20,1.288886717576358,1.288886717576358,1.288886717576358,4.120805601541009e-20
427.92143964999997,1.2715605591826394e-19,1.5644440573716405,1.5644440573716405,1.5644440573716405,1.629914742681784e-19
437.3663882,4.839707123250866e-19,1.8755348634737599,1.8755348634737599,1.8755348634737599,6.24341058081543e-19
447.0197879,1.785177566770416e-18,2.2354248330092945,2.2354248330092945,2.2354248330092945,2.3177086111611967e-18
456.8863358,6.372801717945027e-18,2.6630852181045137,2.6630852181045137,2.6630852181045137,8.34401752343201e-18
466.97062435,2.212322048652694e-17,3.1379314218305954,3.1379314218305954,3.1379314218305954,2.915092643816069e-17
477.27745730000004,7.447717727288455e-17,3.6896274280719497,3.6896274280719497,3.6896274280719497,9.889445131326269e-17
487.81184460000003,2.439309414376316e-16,4.301387190365518,4.301387190365518,4.301387190365518,3.2599749693229894e-16
498.57880300000005,7.767612702190385e-16,4.988549126476,4.988549126476001,4.988549126476001,1.0448363618033008e-15
509.58344095,2.4062551634097916e-15,5.756129670392377,5.756129670392379,5.756129670392379,3.257888920656883e-15
520.8308335999999,7.279754306344281e-15,6.5576270738656754,6.5576270738656826,6.557627073865683,9.888466307945766e-15
532.3264123,2.1412098339491814e-14,7.466346335325446,7.4663463353254675,7.4663463353254675,2.923360061110068e-14
544.0758635,6.135197483218043e-14,8.468739607314475,8.468739607314538,8.468739607314538,8.422705671756376e-14
556.0846971,1.7142962825672755e-13,9.557958299951492,9.557958299951665,9.557958299951665,2.366325453040688e-13
568.3585126,4.689403493312739e-13,10.65403407612253,10.654034076122999,10.654034076123,6.486086061023411e-13
580.9031436,1.2488552678889921e-12,11.893480413184967,11.893480413186216,11.893480413186218,1.7354314006711353e-12
593.72469935,3.266456636462486e-12,13.053753123136238,13.053753123139504,13.0537531231395,4.535023813787461e-12
606.8292049,8.32613683711356e-12,14.351437981098115,14.351437981106441,14.351437981106443,1.158024374013323e-11
620.2229768000001,2.0754462123177468e-11,15.703536194671615,15.70353619469237,15.703536194692374,2.8909509024121544e-11
633.91240125,5.075859589504382e-11,16.990838871808872,16.99083887185963,16.99083887185963,7.05928223525752e-11
647.9039814,1.2151046040680968e-10,18.29882464381142,18.29882464393293,18.298824643932928,1.6868788942569155e-10
662.20448865,2.8386533847154595e-10,19.778274882809427,19.778274883093292,19.778274883093296,3.9465378832923165e-10
676.82058225,6.517717962451825e-10,21.12640969606414,21.12640969671591,21.12640969671591,9.043822924842244e-10
691.75919625,1.4616435636711904e-9,22.653239281654688,22.65323928311633,22.653239283116328,2.030883020155889e-9
707.0275920500001,3.2137604747486695e-9,24.196995843426734,24.196995846640494,24.196995846640494,4.4710370038552806e-9
722.63310775,6.930849283503012e-9,25.748734500333043,25.748734507263894,25.748734507263894,9.65404136158776e-9
738.5828936500001,1.4666892411438628e-8,27.29914703686265,27.29914705152954,27.299147051529545,2.045330193534471e-8
754.88468175,3.036789515250189e-8,29.063978952278926,29.063978982646823,29.063978982646823,4.253554936261785e-8
771.54626305,6.174583263889504e-8,30.83161079024713,30.831610851992963,30.831610851992966,8.68659646270121e-8
788.5755008,1.2333936878462626e-7,32.5916940299886,32.59169415332797,32.591694153327964,1.7427107557081372e-7
805.9809286999999,2.419815050352475e-7,34.38412072737362,34.38412096935512,34.38412096935512,3.435997826276869e-7
823.7704904000001,4.6735065985042465e-7,36.04728990150473,36.04729036885539,36.04729036885539,6.660228991735843e-7
841.9524921000001,8.901585601459377e-7,37.443523418824896,37.443524308983456,37.443524308983456,1.2696711035438214e-6
