x_values,long_wave,short_wave,total,surface,planck
288.86748145,6.479365070641711e-70,45.414155642815594,45.414155642815594,45.414155642815594,4.3205455132826965e-70
295.24331470000004,3.1263583926848185e-68,0.9780619998597312,0.9780619998597312,0.9780619998597312,2.13519930895663e-68
301.75988375,1.384583880122547e-66,1.4543510801581243,1.4543510801581243,1.4543510801581243,9.676911715623834e-67
308.4202607,5.601966483900514e-65,1.2220511749066651,1.2220511749066651,1.2220511749066651,4.029371702199632e-65
315.22765705,2.0809231047870698e-63,1.930141734786566,1.930141734786566,1.930141734786566,1.5443429889822878e-63
322.18527635000004,7.1085950238591056e-62,0.8026673596201631,0.8026673596201631,0.8026673596201631,5.457881303282356e-62
329.2964738,2.262644342817266e-60,0.6935800365722145,0.6935800365722145,0.6935800365722145,1.7817542123271149e-60
336.56463935,6.655695396416984e-59,0.6115446476958054,0.6115446476958054,0.6115446476958054,5.382187355243892e-59
343.9932139,1.8161042800241597e-57,0.5708217264087407,0.5708217264087407,0.5708217264087407,1.506886217346135e-57
351.5857832,4.607376404336086e-56,0.44003389554655964,0.44003389554655964,0.44003389554655964,3.9168199173481636e-56
359.3459179,1.0838504680616748e-54,0.4600848911530723,0.4600848911530723,0.4600848911530723,9.466861318912837e-55
367.27734365,2.3945621111591815e-53,0.5023494120424965,0.5023494120424965,0.5023494120424965,2.1310050129974506e-53
375.38382105000005,4.906084486307861e-52,0.4429275470050586,0.4429275470050586,0.4429275470050586,4.474379000969834e-52
383.66920945,9.354644087323552e-51,0.40586078240580914,0.40586078240580914,0.40586078240580914,8.776133060048542e-51
392.1374672,1.6716914961932679e-49,0.38820504835286956,0.38820504835286956,0.38820504835286956,1.6104085487009148e-49
400.79265825,2.802092958949909e-48,0.5795363914158295,0.5795363914158295,0.5795363914158295,2.768599902702431e-48
409.6388663,4.407728900756239e-47,0.42869173526268173,0.42869173526268173,0.42869173526268173,4.465612063504354e-47
418.6803654,6.515761326875293e-46,0.37099879431679517,0.37099879431679517,0.37099879431679517,6.767127007425435e-46
427.92143964999997,9.045799342152228e-45,0.3913277652014044,0.3913277652014044,0.3913277652014044,9.647431859772608e-45
437.3663882,1.178001754548404e-43,0.6370387365339341,0.6370387365339341,0.6370387365339341,1.2955771856571473e-43
447.0197879,1.453665804780128e-42,0.9498248012735742,0.9498248012735742,0.9498248012735742,1.6410776415802967e-42
456.8863358,1.6995341230607037e-41,1.580569481041682,1.580569481041682,1.580569481041682,1.96321497290772e-41
466.97062435,1.8830878741692457e-40,1.6753269030156257,1.6753269030156257,1.6753269030156257,2.220769063992597e-40
477.27745730000004,1.986182386592427e-39,1.7598798271839808,1.7598798271839808,1.7598798271839808,2.378267283101332e-39
487.81184460000003,1.9750533550378064e-38,2.397634062781308,2.397634062781308,2.397634062781308,2.4141407535844626e-38
498.57880300000005,1.8511348110221921e-37,2.4853863837081525,2.4853863837081525,2.4853863837081525,2.325467769064299e-37
509.58344095,1.6481480317516996e-36,3.4519752986306824,3.4519752986306824,3.4519752986306824,2.128103152217406e-36
520.8308335999999,1.3850393368667734e-35,2.98049577075317,2.98049577075317,2.98049577075317,1.8521504592642863e-35
532.3264123,1.1094848934951078e-34,5.307208563919771,5.307208563919771,5.307208563919771,1.5347533118518242e-34
544.0758635,8.464063393171308e-34,5.635214222665229,5.635214222665229,5.635214222665229,1.2121491873647086e-33
556.0846971,6.174235998040488e-33,2.5302413985516683,2.5302413985516683,2.5302413985516683,9.134215323241766e-33
568.3585126,4.3185915543723307e-32,3.3041535127200587,3.3041535127200587,3.3041535127200587,6.57378950392861e-32
580.9031436,2.9080179223155855e-31,2.06135815721648,2.06135815721648,2.06135815721648,4.522936343463181e-31
593.72469935,1.8786019031814514e-30,1.0501279903348397,1.0501279903348397,1.0501279903348397,2.9779404785810384e-30
606.8292049,1.1659514157472401e-29,4.4389458945743705,4.4389458945743705,4.4389458945743705,1.878060706194236e-29
620.2229768000001,6.939257676293161e-29,2.5119924101898436,2.5119924101898436,2.5119924101898436,1.1355584489425128e-28
633.91240125,3.988113950651371e-28,3.8818789439744577,3.8818789439744577,3.8818789439744577,6.58886505840056e-28
647.9039814,2.1938250087474305e-27,8.677057966691047,8.677057966691047,8.677057966691047,3.671962209432707e-27
662.20448865,1.1584723113447066e-26,7.191934941785192,7.191934941785192,7.191934941785192,1.9672318184805578e-26
676.82058225,5.868268191775517e-26,5.111729555305489,5.111729555305489,5.111729555305489,1.0140152417615605e-25
691.75919625,2.862856810490628e-25,11.47867737654551,11.47867737654551,11.47867737654551,5.03298855615077e-25
707.0275920500001,1.3506353237632044e-24,15.910418112872277,15.910418112872277,15.910418112872277,2.407469543555514e-24
722.63310775,6.15347496969913e-24,17.127539937056085,17.127539937056085,17.127539937056085,1.1107026674697602e-23
738.5828936500001,2.7057171934350726e-23,63.15548277761698,63.15548277761698,63.15548277761698,4.9461124391951454e-23
754.88468175,1.1535270864860881e-22,67.94904925033461,67.94904925033461,67.94904925033461,2.1276340941301025e-22
771.54626305,4.777435448913806e-22,19.832681012785777,19.832681012785777,19.832681012785777,8.847534082382665e-22
788.5755008,1.9146469867263078e-21,50.01531053183869,50.01531053183869,50.01531053183869,3.5592201410684655e-21
805.9809286999999,7.458461166041491e-21,108.1846618865735,108.1846618865735,108.1846618865735,1.3861803989524914e-20
823.7704904000001,2.815088880167193e-20,128.68244254951435,128.68244254951435,128.68244254951435,5.230080433280392e-20
841.9524921000001,1.0277971504171573e-19,100.41018642609603,100.41018642609603,100.41018642609603,1.9129917107807531e-19
